X,Y,INTERSECTIONID,ROUTEID,MEASURE,INTERSECTIONNAME,GRADE,INTERSECTIONKEY,ACISA,SE_ANNO_CAD_DATA,OBJECTID
-8571659.79361559,4697779.14236904,13000402_13088592_13094902,13000402,3148.37402344,4TH ST SE & VALLEY AVE SE & XENIA ST SE,13,5fddf080d69d4ccd95f3b0bcbbc0ec44,4162,,4972001
-8573738.40570104,4713375.7578143,11000502_11088012,11000502,3431.26098633,5TH ST NW & UPSHUR ST NW,13,f91a7dcd7a3a64d7e5ef406c9ac9d4ae,5020,,4972003
-8571175.13636413,4705584.35427382,13000702_13047972,13000702,245.36399841,7TH ST SE & INDEPENDENCE AVE SE,13,3b54a1c063c58b216e5017c008fbaed9,4021d,,4972006
-8576179.10689026,4708168.78386822,11025152_11057852_11075462,11025152,516.84802246,CONNECTICUT AVE NW & M ST NW & RHODE ISLAND AVE NW,13,b65dabc465cbcaf51ceba7ff31b265ea,1094,,4972021
-8578664.02829762,4708447.04640195,11030872_11094052,11030872,712.89001465,DUMBARTON ST NW & WISCONSIN AVE NW,13,3976cbea83bfae5bc5264526189c3562,6134,,4972029
-8571664.85669111,4708165.91854748,12000402_12057852,12000402,1757.92504883,4TH ST NE & M ST NE,,a1d0d587efcb348c5b70923b4798a969,3063,,4972054
-8582559.50676615,4714093.73708384,11005002_11059602,11005002,483.16699219,50TH ST NW & MASSACHUSETTS AVE NW,13,3722523e244e3cbe4a8054dd8b37da8d,6253,,4972074
-8571157.08205876,4702070.68827068,13035682_13046732,13035682,0,FIRTH STERLING AVE SE & HOWARD RD SE,13,a5a9b37fc2cb76ff438cd0ef617c1a72,4113,,4972079
-8573816.82110602,4706614.01081312,11000602_11026912,11000602,301.86700439,6TH ST NW & D ST NW,13,3cd0a5f8a317ab6c8454377569829c5b,2040,,4972088
-8575663.22087712,4710684.84327429,11001602_11033862,11001602,2615.6640625,16TH ST NW & EUCLID ST NW,13,bfed15f6155e34c60d2c0c67bc395e5f,5088,,4972089
-8574611.93757471,4707954.63391586,11001102_11053492,11001102,1046.82897949,11TH ST NW & L ST NW,,8438bbcca0006652cd23f9db69e707d2,2109b,,4972092
-8575531.65373298,4710691.31429471,11001502_11033862*1,11033862,1113.59204102,EUCLID ST NW & 15TH ST NW,13,6ae5594a7aa6e487cb2210813b13c93a,5077,,4972105
-8573877.49726005,4711297.83656447,11000502_11043742_11060582A_11060582A_11060582A_11060582A_36005342_36005352,11000502,2861.52587891,5TH ST NW & HARVARD ST NW & MICHIGAN AVE NW & Ramp-36005342 & Ramp-36005352,13,4cdad4a7a24936f1540c04680bc915ae,5014,,4972116
-8570133.57430657,4707546.38361804,12036722_12047772,12036722,2197.14599609,FLORIDA AVE NE & I ST NE,13,e8a73dced51d5b191453545cb117323d,3446,,4972117
-8573402.79374384,4707119.78655798,11000402_11038612,11038612,530.88299561,G ST NW & 4TH ST NW,13,00dcb5f44c05f3d301731acadde682b5,2026,,4972123
-8574898.26258598,4710102.78215076,11001302_11090152,11090152,1610.23400879,W ST NW & 13TH ST NW,,514bf075f169b059602bb30709d007ca,5052,,4972133
-8575652.63262552,4715842.04950461,11001602_11061492,11001602,6615.76904297,16TH ST NW & MONTAGUE ST NW,13,42646d6ee1187fe52a2dfa8a7670b5e9,5203,,4972135
-8572610.22855602,4707203.8080882,11038612_12038612_15065322,12038612,0,G ST NE & G ST NW & NORTH CAPITOL ST BN,,b24e239c9c247f6b61057b916329c319,2250,,4972148
-8575346.86235769,4706844.08072082,11001502_11009682_11069812,11069812,2273.11206055,PENNSYLVANIA AVE NW & 15TH ST NW & ALEXANDER HAMILTON PL NW,13,af9b95744372421fb499bb247d7faa71,1029,,4972162
-8575157.92867461,4707271.7782345,11001402_11064672,11001402,1095.24499512,14TH ST NW & NEW YORK AVE NW,13,7dd9d86bc7747c3efeba6b3a75bf00fb,1020,,4972179
-8574907.35128441,4714263.83879428,11001302_11028212,11028212,1257.22399902,DECATUR ST NW & 13TH ST NW,,5a13f942ad8663dd0d2c1b45de1e5768,5031a,,4972206
-8573822.42921314,4715707.10627785,11000502_11061362,11000502,5117.95605469,5TH ST NW & MISSOURI AVE NW,13,1fa535785f72399a3c70d16eb5dff61e,5017,,4972213
-8567144.71501667,4711541.80636755,12015992_58015132_58018032,12015992,3864.53393555,BLADENSBURG RD NE & Driveway-58015132 & Driveway-58018032,13,462bb094a3805d940a601347f7cb041e,3461,,4972226
-8566378.6119645,4705894.31842927,12061162_13061162_15031912,12061162,0,MINNESOTA AVE NE & MINNESOTA AVE SE & EAST CAPITOL ST BN,,0d88c82e2b1e703df5263cad0bfb3258,4179,,4972254
-8572455.40876471,4697381.50902892,13017482_15081252,15081252,6912.15087891,SOUTH CAPITOL ST BN & BRANDYWINE ST SE,13,e04a3f1dab729827878a4a101c9134e0,1390,,4972259
-8573708.16800314,4707482.08033483,11000502_11047772*1,11000502,672.77099609,5TH ST NW & I ST NW,13,3a4b2a7019cd6ae0d2e0484c38b7de93,2035b,,4972295
-8562906.25917549,4707124.8457133,12005502_12063252,12063252,2086.9230957,NANNIE HELEN BURROUGHS AVE NE & 55TH ST NE,13,abbf6eeac01bce72e9c07ff3269c9869,4075,,4972308
-8577873.56207841,4707103.40792088,11034382_11076632,11076632,1145.42004395,ROCK CREEK AND POTOMAC PKWY NW & F ST NW,13,422d48fcdb59563425cb6a6a6eb34fff,1241,,4972316
-8571548.15800479,4710238.08701401,12000502_12075462,12000502,2702.14404297,5TH ST NE & RHODE ISLAND AVE NE,13,37d91fcce74dc6af4b1d05d679289306,3445,,4972323
-8575448.68519356,4708493.56683135,11001502_11075462,11001502,2193.42504883,15TH ST NW & RHODE ISLAND AVE NW,13,817cd25d0fec850fe8b6c511304ee6f9,1045,,4972334
-8570299.19936678,4707091.95788551,12001302_12059472,12059472,1467.06201172,MARYLAND AVE NE & 13TH ST NE,,8d9cf8958b089a368ac357d8182807ea,3106,,4972340
-8568726.09695348,4707144.63796579,12002102_12015342,12015342,824.32397461,BENNING RD NE & 21ST ST NE,13,6502678282234f56dc28ce8c7c348b84,3132,,4972349
-8573319.88371158,4708393.57031592,11063182_11064282,11064282,1747.82104492,NEW JERSEY AVE NW & N ST NW,,1c560002a6c2eb591f4b285dc37d39fd,3253,,4972350
-8571664.63104748,4706977.42445713,12000402_12034382,12000402,835.58001709,4TH ST NE & F ST NE,,b59e25b0425761a14ef3b4821024443e,3059,,4972357
-8574727.11865533,4708950.13906572,11001202_11072862,11072862,1481.32495117,Q ST NW & 12TH ST NW,,21a95526a59385b7f4bd48d53afeec20,2128,,4972362
-8577190.97166828,4707796.05617495,11002302_11091262,11002302,1307.37695313,23RD ST NW & WASHINGTON CIR NW,13,4414c3960deea94366981a0facd2c47d,1196,,4972371
-8574610.90917225,4708949.46548528,11001102_11072862,11072862,1390.78295898,Q ST NW & 11TH ST NW,13,70ce8103501fd6e26b225162b07110fd,2112,,4972374
-8576230.92896917,4708282.68041327,11001802_11025152_11049852,11025152,614.02001953,CONNECTICUT AVE NW & 18TH ST NW & JEFFERSON PL NW,13,35db0e61b60f9c144a2b2d45823e2300,1084,,4972378
-8568060.49911504,4701482.31594661,13009362_13063502,13063502,1764.38696289,NAYLOR RD SE & ALABAMA AVE SE,13,81daf17ef8cc579d9c4132587255070b,4099,,4972389
-8576453.38517161,4708651.12742013,11001902_11031202,11001902,1884.7869873,19TH ST NW & DUPONT CIR NW,13,ee0c4132cb837fa0a5c568450790a43c,1195a,,4972392
-8572608.34155416,4715400.10958415,15065322_36003682_47021272,36003682,78.40599823,Ramp-36003682 & NORTH CAPITOL ST BN & Alley-47021272,13,221490ea7cd0f9876b0832f8b6872107,5201d,,4972405
-8575649.03126744,4718072.76593632,11001602_11009422,11001602,8345.34179688,16TH ST NW & ALASKA AVE NW,13,d1108cdcc630903ce3165eae2e130d42,5081,,4972416
-8573791.97722703,4714811.37178407,11000502_11039062,11000502,4422.84277344,5TH ST NW & GALLATIN ST NW,13,94db197fc4ddd7b46f83ea19d42dbefe,5013,,4972420
-8580178.413782,4711510.32207687,11003902_11020992,11020992,2375.12011719,CATHEDRAL AVE NW & 39TH ST NW,13,cc6e4dcf3288ff0279ec37017bf6a809,6035,,4972423
-8571664.46194137,4710711.96634574,12000402_12030222,12000402,3455.70092773,4TH ST NE & DOUGLAS ST NE,,8e052f9dbfd5aa934c41487755ff1f8c,3255,,4972436
-8578968.23456785,4709185.20201944,11075332_11094052,11075332,168.87600708,RESERVOIR RD NW & WISCONSIN AVE NW,13,b84950d9c393ea569a3d801017de8a5f,6078,,4972459
-8575886.71630928,4708296.11949475,11001702_11075462,11001702,1981.89501953,17TH ST NW & RHODE ISLAND AVE NW,13,d4a397d0b26ac877920cb31daab93e51,1082,,4972476
-8576794.93229464,4707118.58957627,11002102_11038612,11038612,2500.11694336,G ST NW & 21ST ST NW,13,0bd781821208dd3c2bf5a40cb36f66ca,1135,,4972493
-8575244.27357496,4713197.25041433,11001402_11084892,11084892,1593.08898926,TAYLOR ST NW & 14TH ST NW,13,73435d5fb8f812ed226b15ebaa9a88f0,5235,,4972494
-8579147.92642244,4709613.3918082,11003402_11094052,11003402,1270.38598633,34TH ST NW & WISCONSIN AVE NW,13,7777ca5c109f19f0fa206407796f4488,6030,,4972502
-8576383.36263411,4708667.65114135,11031202_36004172,11031202,57.51499939,DUPONT CIR NW & Ramp-36004172,13,c7cb5b33ab7a80779c1714f3a80681ea,1195b,,4972513
-8572610.44910133,4705049.83120137,13020282_14091201_15081252,15081252,414.15499878,SOUTH CAPITOL ST BN & WASHINGTON AVE SW & CANAL ST SE,13,1e016525e66d0e42e257d552c2ddbb05,2258,,4972543
-8573399.86800239,4715529.38207246,11000302_11061362,11000302,4124.56689453,3RD ST NW & MISSOURI AVE NW,,964c2da2476a4360bde0960d19edecd9,5006,,4972582
-8564891.62202765,4702957.60703088,13059602_13081512,13081512,7073.26904297,SOUTHERN AVE SE & MASSACHUSETTS AVE SE,,b136f5362c8a42cc99c54ad560a44631,4154,,4972588
-8572636.26844274,4715455.9577111,11052062_11064222,11064222,5702.93505859,NEW HAMPSHIRE AVE NW & KENNEDY ST NW,13,bbb8488dcfaec151c15c9379ccdb49f2,5201a,,4972593
-8570903.65948385,4710386.76342644,12091402_58023472_58026062,58026062,0,Driveway-58026062 & WASHINGTON PL NE & Driveway-58023472,,8464520802c424fe6afe50d60f155d38,3453,,4972617
-8574898.33218784,4707117.32234569,11001302_11038612,11038612,1527.74597168,G ST NW & 13TH ST NW,,5a5bae94b542fc4affc99b77940d7035,2134,,4972667
-8574383.31998766,4713198.33600194,11000902_11084892_71000902,11084892,922.57501221,TAYLOR ST NW & 9TH ST NW & 9TH ST WALKWAY NW,13,d02ae90d46f9d299bb8a63690216471b,5257a,,4972680
-8575164.43727957,4710567.19441824,11001402_11024112*1,11024112,431.38699341,CLIFTON ST NW & 14TH ST NW,13,ec9cd0e5262f868ee5cc07b2f6738340,5054a,,4972683
-8575644.83997205,4708423.28256642,11078712_21001603_36005212,21001603,124.98500061,16TH ST NW Service Rd & SCOTT CIR NW & Ramp-36005212,13,b041574e41b0a7ac9c21528e4b1a1056,1059c,,4972698
-8574039.6503957,4705747.81723448,14000702_14049792,14000702,99.03099823,7TH ST SW & JEFFERSON DR SW,13,8a2a5ef36df9128e5953f61146213c07,1209,,4972717
-8564114.79564558,4708956.50114972,12004722_12031982_12067082,12004722,0,47TH AVE NE & EASTERN AVE NE & OLIVE ST NE,13,83290e5ea547b9a69d81bc531ee80037,4207,,4972718
-8567679.44412063,4703223.73280496,13003002_13069812,13069812,3833.74707031,PENNSYLVANIA AVE SE & 30TH ST SE,13,3eadd2d53012060439bb71dabd26870b,4142,,4972727
-8573817.50656947,4706225.24641453,11000602_11025352,11000602,0,6TH ST NW & CONSTITUTION AVE NW,13,c5ddaf5c3a28fac36924d8f1405032c2,2039,,4972749
-8565408.4501152,4707754.4358225,12051802_12063252_36005412,12051802,1521.21203613,KENILWORTH AVE NE & NANNIE HELEN BURROUGHS AVE NE & Ramp-36005412,13,73e78134291226e7b3cb1041ec0eb98c,4194,,4972790
-8571537.66937838,4708317.90334011,12000502_12036722,12036722,949.92401123,FLORIDA AVE NE & 5TH ST NE,13,db8eab1334b4f4d7cad137eb00b138ba,3067,,4972804
-8576428.75988188,4711360.0902473,11009102_11043742_36000172_58016382,11043742,2032.09594727,HARVARD ST NW & ADAMS MILL RD NW & Ramp-36000172 & Driveway-58016382,13,4e6ba8eabad73b6a60a68883d654873f,6053,,4972814
-8563825.44551696,4705894.4235107,13021582_15031912,15031912,5808.20800781,EAST CAPITOL ST BN & CENTRAL AVE SE,,d46f6037eaeaa75f3737b9e1388cfafa,4173,,4972833
-8575186.98965092,4708208.20840982,11044812_11085732_21059603,11044812,0,HIGHLAND TER NW & THOMAS CIR NW & MASSACHUSETTS AVE NW Service Rd,13,45f02019e34e1be8ceba8ca22d2d81cf,1365,,4972851
-8581475.59252551,4709710.43572688,11037892_11093082,11037892,1487.85900879,FOXHALL RD NW & WHITEHAVEN PKWY NW,13,c2bc1652aa8235a4eac10e1a2cf46965,6164,,4972880
-8574038.58658572,4709899.27923232,11040042_11088462_58015992,11088462,843.45202637,V ST NW & GEORGIA AVE NW & Driveway-58015992,13,dcd007ff2857c2273da18d945d9d5fbd,5146,,4972883
-8573361.41399331,4715301.25263644,11049922_11051352,11049922,364.34100342,JEFFERSON ST NW & KANSAS AVE NW,13,3764c6c0d04226408e403891d79c8c1f,5004a,,4972897
-8569069.14989216,4705583.53130764,13001902_13047972_23047973,13001902,245.26400757,19TH ST SE & INDEPENDENCE AVE SE & INDEPENDENCE AVE SE Service Rd,13,5936623320c6e4ed93bd9d023f2e1554,4055,,4972931
-8572607.61742791,4710406.72478361,11018722_12018722_15065322,12018722,0,BRYANT ST NE & BRYANT ST NW & NORTH CAPITOL ST BN,,f324a32602a939fab016e4d78e2e4ec6,5193,,4972948
-8574730.87474114,4705580.28339704,14001202_14047972_36004232,14047972,1652.97802734,INDEPENDENCE AVE SW & Ramp-36004232 & 12TH ST SW,13,e5cacb0b80c4f9e28d294958e95f077b,1219,,4972949
-8575662.8939737,4711153.52286123,11001602_11024632_11062532,11001602,2979.26708984,16TH ST NW & COLUMBIA RD NW & MOUNT PLEASANT ST NW,13,6bc6ee0bbbb59195195d1911c1fed411,5091a,,4972962
-8571664.69986707,4707718.21179568,12000402_12050892,12000402,1410.49304199,4TH ST NE & K ST NE,,c3d95d96413c9795e5b1badc19835cb0,3062,,4972964
-8571828.35057931,4705509.03361637,13000302_13069812,13069812,142.13299561,PENNSYLVANIA AVE SE & 3RD ST SE,13,38234746264393ef7148f700b1e16a0a,4008,,4972980
-8570822.13654273,4712431.90327896,12001002_12060582A,12060582A,211.05099487,MICHIGAN AVE NE & 10TH ST NE,13,06b818c99bc401b51c14c0febb2b9fd7,3159,,4972987
-8574041.4612634,4710218.48492536,11018722_11040042,11040042,414.02200317,GEORGIA AVE NW & BRYANT ST NW,13,01c0b4d5b36ee5cd98839b3ca8b9d667,5118,,4973003
-8573123.71201119,4707387.78391319,11000202_11042442,11042442,400.48901367,H ST NW & 2ND ST NW,,e3f1bbbf4757c5205352eefd15319d8d,2013,,4973007
-8574039.62181603,4704780.18468806,14000702_14020362_36002812,36002812,0,Ramp-36002812 & 7TH ST SW & CAPITOL SQUARE PL SW,13,4b24277b403fb7c223faf3a7d3018941,1210,,4973011
-8579808.54595665,4714821.03374607,11027492_11063762,11063762,2977.90893555,NEBRASKA AVE NW & DAVENPORT ST NW,14,aacda2fd12af6d0b2bcb672a1ab72cce,6251,,4973013
-8572955.9250869,4707718.59802598,11000102_11050892,11050892,269.48800659,K ST NW & 1ST ST NW,13,285fecec91b5f0702bdcb793987f3ce7,2007,,4973026
-8574729.56361081,4704903.08199325,14001202_14058502A,14058502A,0,MAINE AVE SW & 12TH ST SW,13,6b27bd3835ee0a999a10816ab5b72797,1218,,4973027
-8566610.01094458,4702241.46660338,13003632_13009362,13003632,228.60499573,36TH PL SE & ALABAMA AVE SE,13,2ea32e01f6ee7a2ed925915fba90ea3f,4232a,,4973033
-8574269.12262244,4708950.05110005,11000902_11072862,11072862,1227.27294922,Q ST NW & 9TH ST NW,13,6f2a7ea156640a8a6b78dbc58096a30f,2081,,4973045
-8573425.34293608,4706183.31492992,11025352_11069812,11069812,352.00201416,PENNSYLVANIA AVE NW & CONSTITUTION AVE NW,13,79df1f16a2628e1d3dac7f75ec231169,2201,,4973054
-8573816.37148444,4706978.10595809,11000602_11034382,11000602,584.45098877,6TH ST NW & F ST NW,13,73e35fbe70f0e92530e124fab0eb3463,2042,,4973063
-8576240.44851021,4708650.36126495,11001802_11059602,11059602,2838.08398438,MASSACHUSETTS AVE NW & 18TH ST NW,13,8aac86e880ac8396a3b61914ac9197fb,1095,,4973072
-8574594.79550752,4704701.76707396,14001202_14058502,14058502,832.15600586,MAINE AVE SW & 12TH ST SW,13,62ddca0db07322af5cf2cf0ea4afdc67,2277,,4973098
-8570884.44166921,4698609.04857002,13061292_13092882,13092882,545.81896973,WHEELER RD SE & MISSISSIPPI AVE SE,13,f51a10ea9792f6f3b774c20fe7134a39,4164,,4973109
-8572787.79088788,4706493.04372608,11057132_11064282,11064282,215.34300232,NEW JERSEY AVE NW & LOUISIANA AVE NW,,e3c81f7f980314b7b0758e97f6fa0f55,2154,,4973125
-8564237.73216711,4703614.22753333,13004602_13016902_13081512,13004602,1392.4630127,46TH ST SE & BOWEN RD SE & SOUTHERN AVE SE,13,9159f2214e08ba8ccfa7f97d6b383798,4151,,4973130
-8574250.58065189,4712082.48040188,11040042_11068902*1,11068902,449.91000366,PARK RD NW & GEORGIA AVE NW,13,a9d10d8137a6a8ff5682dc01db30f9d8,5140,,4973132
-8569068.08110341,4698777.14478664,13081512_13088732*1,13081512,2945.61889648,SOUTHERN AVE SE & VALLEY TER SE,13,dd7aeacd1b7054c5b7ce98888e7f8ac5,4205,,4973143
-8576794.38818591,4707547.193201,11002102_11047772_11069812,11069812,3462.58300781,PENNSYLVANIA AVE NW & 21ST ST NW & I ST NW,13,5fe5dd6d04a06f682c3aa91051980edc,1137,,4973152
-8578990.89095922,4711296.84979632,11003402_11039522,11039522,985.03497314,GARFIELD ST NW & 34TH ST NW,13,6635c842a11b42906c217c7da475646c,6023,,4973172
-8572713.54121302,4706225.80681791,11025352_11064282,11064282,0,NEW JERSEY AVE NW & CONSTITUTION AVE NW,,2c41ae5a681a92300cfc3b7bebae8b78,2147,,4973183
-8569296.24450087,4707274.34450236,12001702_12015342,12015342,368.69699097,BENNING RD NE & 17TH ST NE,13,759352dd6ee308a14f4368ad4bce80d9,3116,,4973192
-8573816.95024956,4707870.28252315,11000602_11064672,11000602,1276.87194824,6TH ST NW & NEW YORK AVE NW,13,d7a7469c77c590f694b4ddea9ce15da2,2047,,4973195
-8574269.94670714,4706482.79523347,11000902_11069812,11069812,1050.11999512,PENNSYLVANIA AVE NW & 9TH ST NW,13,5c715297f98fe77df73fde8ed1dfc505,2080,,4973206
-8576240.06355961,4707894.09501492,11001802_11053492,11001802,1292.79504395,18TH ST NW & L ST NW,,372540e02e43ea4389b1033f63284126,1093,,4973209
-8568125.19681293,4711452.4648381,12020542_12081442,12081442,1681.58203125,SOUTH DAKOTA AVE NE & CARLTON AVE NE,13,6711ef6c09583a9fbb932b292a480d82,3205,,4973221
-8569157.38324969,4713966.24610765,12031982_12060582,12060582,3666.04003906,MICHIGAN AVE NE & EASTERN AVE NE,13,1fec8615d5ec05c547a9476cd261be26,3165,,4973225
-8572954.18654183,4709608.25480647,11000102_11075462,11000102,2710.1340332,1ST ST NW & RHODE ISLAND AVE NW,13,cef1b5531f24b0673dac9ba1bf9d9505,3007,,4973226
-8572335.40625845,4704960.72688029,13031332_13064282_13065392,13031332,214.52099609,E ST SE & NORTH CAROLINA AVE SE & NEW JERSEY AVE SE,13,5e586e86d09a0ecaa6a6432d3e876d05,4003,,4973231
-8572953.75874181,4705579.91819996,14000102_14047972,14047972,267.85699463,INDEPENDENCE AVE SW & 1ST ST SW,,088920c21bce505a91c15184549bed31,2173,,4973251
-8570334.86519085,4702698.9991299,13059032_13059452,13059032,290.79098511,MARION BARRY AVE SE & MARTIN LUTHER KING JR AVE SE,,d19fcc4a409ff3fa37035e209e6f93e5,4118,,4973269
-8571664.54089592,4711019.84175591,12000402_12038092,12000402,3694.55102539,4TH ST NE & FRANKLIN ST NE,,bc38168e99aba01eb09862f663c4409e,3228,,4973282
-8575449.28306465,4708166.33386542,11001502_11057852,11057852,2089.95605469,M ST NW & 15TH ST NW,13,2969bbc06408ccc52bb761a59ad8b078,1040,,4973284
-8572195.14282838,4709946.71912713,12075462_12083592_12088462,12088462,309.95199585,V ST NE & RHODE ISLAND AVE NE & SUMMIT PL NE,13,8490517847b9e9229f28e9f59051424f,3036,,4973285
-8569860.08285234,4702587.1207431,13059032_13061162,13059032,671.00097656,MARION BARRY AVE SE & MINNESOTA AVE SE,,b0ebfbf4a1815543c9d6e0a40af9aec6,4119,,4973300
-8571431.54164861,4704481.09596795,13000602_13089892,13000602,1102.47998047,6TH ST SE & VIRGINIA AVE SE,13,905a36dbd326bf89f14a37b00fe93d1d,4020,,4973335
-8575157.78635317,4709790.29661603,11001402_11087232,11087232,1596.60803223,U ST NW & 14TH ST NW,13,1c17f0b62ba1344e3cc10c41da9f6285,1028,,4973358
-8571874.99968279,4706611.9305255,12026912_12059602,12026912,572.6920166,D ST NE & MASSACHUSETTS AVE NE,13,ad8cf1feecee94155898b99ff99f2dc3,3051a,,4973360
-8574494.28812757,4706226.11786264,11001002_11025352,11001002,0,10TH ST NW & CONSTITUTION AVE NW,,ee5736a76b66cf08097014ab5c45fd51,2199,,4973361
-8575157.87936576,4709688.90278601,11001402_11090542,11090542,201.89500427,WALLACH PL NW & 14TH ST NW,13,88e20e8b6c7d94b18b5d86ed1f07c1fe,1386,,4973370
-8564648.35515346,4705895.69347676,12015342_13015342_15031912,12015342,4233.85400391,BENNING RD NE & BENNING RD SE & EAST CAPITOL ST BN,13,62f637379c75db9c3643b4c25d2ad117,4178,,4973372
-8571607.62179993,4715964.52488428,12064872_12076052,12064872,417.70001221,NICHOLSON ST NE & RIGGS RD NE,,f2ecf0ea1b46ee651e84f0347d11efa7,5206,,4973389
-8573404.19172208,4707383.87988295,11000402_11042442_11059602,11042442,620.69897461,H ST NW & MASSACHUSETTS AVE NW & 4TH ST NW,13,d7a49743fa11be10b0ea9535aa434775,2027,,4973394
-8574727.08274147,4707974.2634515,11001202_11059602,11001202,1537.25805664,12TH ST NW & MASSACHUSETTS AVE NW,,d5dfdcf34565f851250af45a1c3c6b92,2125,,4973431
-8568258.79058134,4700643.16109029,13009362_13048752_13049502,13048752,524.60101318,IRVING ST SE & JAMES M MCGEE JR ST SE & ALABAMA AVE SE,13,ff6626c42d926820c291ef84c26848b0,4097,,4973442
-8575446.08734112,4709586.42507315,11001502_11084562,11084562,2122.60888672,T ST NW & 15TH ST NW,13,d8d9019d5c5ec0f6fcb972b23e18ba1f,1047,,4973460
-8575445.1503499,4709790.91329502,11001502_11087232,11087232,1820.48205566,U ST NW & 15TH ST NW,13,e6e09304618d6867724677395892b175,1048,,4973463
-8577179.13691454,4708111.46551497,11002302_11057852,11002302,1554.15795898,23RD ST NW & M ST NW,13,b92ddb5b1bcc9d4e3c15f99777bba847,1161,,4973467
-8574726.02840429,4707465.10320304,11001202_11064672,11001202,1142.125,12TH ST NW & NEW YORK AVE NW,,788fb48aa8800b5011dac2dc3c3df4ff,2126,,4973470
-8573293.35264072,4705363.01792971,14000302_14019822,14019822,401.59799194,C ST SW & 3RD ST SW,13,7dcd5cf621adf8f94768759485219b9c,2179,,4973472
-8572522.75045262,4715643.3701104,12016382_12064222,12016382,315.48800659,BLAIR RD NE & NEW HAMPSHIRE AVE NE,13,c5a9d9eec7029922bbab331169b84b10,5241,,4973494
-8571428.2921362,4706977.08818292,12000602_12034382,12034382,558.14398193,F ST NE & 6TH ST NE,,c97c5458ab6f8eec06c5779b21d8333f,3073,,4973526
-8572551.15983884,4709160.00146932,12055642_12074162,12074162,44.55899811,R ST NE & LINCOLN RD NE,11,dd61da280d5f3ad6ab32d6f8d6accc5d,3041a,,4973529
-8577180.36810802,4707642.829845,11002302_11091262*1,11002302,1307.37597656,23RD ST NW & WASHINGTON CIR NW,13,fc06db2863e5f250fa4a088f92845520,1197,,4973530
-8563993.67859918,4707160.29126594,12004902_12063252,12063252,1236.38500977,NANNIE HELEN BURROUGHS AVE NE & 49TH ST NE,13,818029f7e2bdde307a18c8f2fc79fc42,4074,,4973532
-8574269.39166254,4706970.73076806,11000902_11034382,11000902,851.65197754,9TH ST NW & F ST NW,13,0453b0df2d03c5b2e70b4eb1f83ea457,2070,,4973546
-8576827.53420481,4709308.5074626,11036722_11070002,11070002,0,PHELPS PL NW & FLORIDA AVE NW,13,836031ccd42c14ab3996eaa28f1ad58f,1368,,4973565
-8570299.72036538,4704394.74399794,13001302_13047772,13047772,1650.04003906,I ST SE & 13TH ST SE,,48c7548d3fcc525af54488dd795c6767,4043,,4973593
-8574429.22403851,4717365.48499685,11070522_11088792,11070522,1716.64501953,PINEY BRANCH RD NW & VAN BUREN ST NW,13,d0c29edfdb7c6dc01b4d5fae4f68338a,5165,,4973616
-8565941.59873924,4706662.50778961,12015342_12061162,12015342,3030.23095703,BENNING RD NE & MINNESOTA AVE NE,,0790b38e6cf42c98a26dbfd329f61a5c,4072,,4973619
-8577093.63930779,4708736.93813349,11002302_11068382,11002302,2061.17407227,23RD ST NW & P ST NW,13,fba7d986ddfaa52028c962d8a1f1f211,1163,,4973620
-8570906.28607241,4706215.94922213,12000902_12025352,12000902,244.99699402,9TH ST NE & CONSTITUTION AVE NE,,ac47defa54268a820167fd508a418b68,3087,,4973626
-8575177.21026473,4708117.45339399,11085732_11089442*1,11085732,237.14700317,THOMAS CIR NW & VERMONT AVE NW,13,4fd981b97edcb7edbb2fe40598e389c9,1027b,,4973655
-8575643.73444227,4720565.77870137,11001602_11024332_11031982_11065582,11001602,10277.84375,16TH ST NW & COLESVILLE RD NW & EASTERN AVE NW & NORTH PORTAL DR NW,13,17044f1a368bba12facf39a87aff4979,5238c,,4973683
-8571664.79404765,4706369.9413337,12000402_12019822_12059472,12059472,476.09899902,MARYLAND AVE NE & 4TH ST NE & C ST NE,,5b0f7040b8c39e61c873fc24b5526c4e,3055b,,4973701
-8574267.73757176,4709789.20412104,11000902_11036722_11087232,11087232,903.19799805,U ST NW & 9TH ST NW & FLORIDA AVE NW,13,b907ceccaec5936b06ae7c3f52123bfd,2085,,4973707
-8578657.27818755,4712704.49900679,11071632_47077362,47077362,193.59899902,Alley-47077362 & PORTER ST NW,13,14ff2e4e0a14c3ebc4f90e44df1dfe51,6162,,4973714
-8574726.69065601,4707117.62163668,11001202_11038612,11038612,1393.99304199,G ST NW & 12TH ST NW,,5dd2e7f6e9ed920c2f1a14d3b8bae4fb,2119,,4973724
-8575158.51414929,4705351.66084539,14001402_14019822,14019822,1344.60998535,C ST SW & 14TH ST SW,13,2159131dda6ad7b94572f93f2ef58e8f,1222,,4973728
-8576508.81322341,4706479.1830837,11019822_11089892,11089892,354.8380127,VIRGINIA AVE NW & C ST NW,13,6454a4aa1d8786f5e21b5bfe344b48b8,1103,,4973732
-8575345.71987672,4707549.2761532,11001502_11047772,11047772,1928.35900879,I ST NW & 15TH ST NW,13,90dd85f57a902179ad4c2f066b190b19,1035,,4973749
-8568705.2748237,4713512.7782477,12031982_12089112,12089112,2049.32104492,VARNUM ST NE & EASTERN AVE NE,13,f29cb762a1af97c6154c81aebe262b65,3150,,4973767
